image_name,width,height,total_pixels,trials,avg_ms,min_ms,max_ms,stddev_ms
color_text_small_1k.jpeg,1017,597,607149,1000,403.373,397.639,436.559,4.034
noisy_document_1K.jpg,767,1000,767000,133,13634.434,13478.450,13848.646,97.210
color_text_2K.jpg,2048,1202,2461696,227,7931.194,7798.299,8266.154,51.963
color_historic_document_1_2K.JPG,2480,3511,8707280,25,72181.271,71258.927,72747.636,491.297
color_text_8K.jpg,7680,4508,34621440,4,595374.666,593988.502,597792.958,1520.700
